,gps_height,longitude,latitude,basin,region,extraction_type_class,management_group,payment,quality_group,source_class,waterpoint_type_group,target
36174,0,33.50011525,-3.07777365,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
36194,0,31.75883486,-1.27230836,Lake Victoria,Kagera,other,user-group,never pay,good,surface,communal standpipe,0
36205,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
36209,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
36212,0,34.09536524,-3.07253771,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
36217,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,unknown,unknown,surface,communal standpipe,0
36234,0,31.15972387,-1.75805143,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
36244,0,31.29434857,-2.58695748,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
36251,0,30.696469899999997,-1.26393866,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
36258,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,other,groundwater,hand pump,0
36278,0,30.47083165,-2.62400346,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
36288,1438,34.03505254,-1.90213499,Lake Victoria,Mara,other,user-group,other,good,groundwater,communal standpipe,1
36289,0,31.72082007,-1.41544107,Lake Victoria,Kagera,other,user-group,never pay,good,surface,communal standpipe,0
36292,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
36302,1174,33.52665201,-2.15822555,Lake Victoria,Mara,other,parastatal,unknown,good,surface,communal standpipe,0
36304,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,parastatal,never pay,good,groundwater,hand pump,0
36309,1180,34.04106677,-1.10494319,Lake Victoria,Mara,mechanical,user-group,other,good,surface,communal standpipe,0
36328,0,33.58481807,-2.88051475,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
36339,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,unknown,unknown,surface,communal standpipe,0
36340,0,33.00975004,-2.7369807999999995,Lake Victoria,Mwanza,mechanical,parastatal,never pay,good,surface,communal standpipe,0
36347,1346,34.12512207,-2.97842689,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
36353,1399,34.36778249,-1.80371269,Lake Victoria,Mara,manual,user-group,never pay,good,groundwater,hand pump,1
36357,0,33.70680518,-3.07989245,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
36358,0,32.36119746,-2.5074395000000003,Lake Victoria,Mwanza,mechanical,user-group,never pay,good,surface,communal standpipe,0
36364,0,31.00057038,-1.69775138,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
36386,1192,33.80889259,-1.88359795,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,0
36405,0,32.79272566,-3.27435079,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
36408,0,31.68957846,-1.21090859,Lake Victoria,Kagera,mechanical,user-group,never pay,good,surface,communal standpipe,0
36409,0,33.59634419,-2.85973682,Lake Victoria,Shinyanga,manual,user-group,never pay,other,groundwater,hand pump,1
36420,0,34.03153166,-3.11390582,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
36422,1228,33.75528195,-1.97914973,Lake Victoria,Mara,manual,user-group,unknown,other,groundwater,hand pump,0
36430,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,0
36431,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,0
36434,0,33.08987658,-2.44682321,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
36442,0,34.12098573,-3.08697561,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
36450,1800,34.65006386,-1.35191712,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,1
36457,0,33.64841082,-2.81289715,Lake Victoria,Mwanza,manual,user-group,never pay,other,groundwater,hand pump,0
36460,1374,34.27551646,-2.97150769,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
36467,1151,33.00930189,-1.83067164,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
36487,1142,33.71459231,-1.64272616,Lake Victoria,Mara,other,parastatal,unknown,good,surface,communal standpipe,1
36491,1168,33.62598907,-2.14013376,Lake Victoria,Mara,other,parastatal,unknown,good,surface,communal standpipe,1
36501,0,33.02645172,-3.05566904,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
36507,0,31.24960267,-1.57430554,Lake Victoria,Kagera,manual,user-group,never pay,other,groundwater,hand pump,1
36513,0,34.00625738,-3.12491542,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
36546,0,30.95548178,-1.50182874,Lake Victoria,Kagera,other,other,never pay,good,surface,communal standpipe,0
36566,0,31.53971089,-1.53855862,Lake Victoria,Kagera,other,user-group,other,good,surface,communal standpipe,1
36577,0,31.76109137,-1.28710233,Lake Victoria,Kagera,other,user-group,never pay,unknown,surface,communal standpipe,0
36595,1247,32.99327684,-2.51063865,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
36596,0,33.24116285,-3.15919157,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
36597,0,30.7337989,-2.67961821,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
36607,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,0
36617,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
36636,0,31.78413697,-1.32335142,Lake Victoria,Kagera,other,user-group,never pay,good,surface,communal standpipe,0
36643,0,30.91374386,-1.55766336,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
36644,0,31.44436017,-2.13792323,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
36648,1401,34.09097715,-1.77791521,Lake Victoria,Mara,other,user-group,unknown,other,groundwater,communal standpipe,0
36658,1305,34.49930672,-1.407072,Lake Victoria,Mara,manual,user-group,unknown,good,groundwater,hand pump,1
36666,0,34.20727668,-3.03028092,Lake Victoria,Shinyanga,manual,user-group,never pay,other,groundwater,hand pump,1
36672,1257,34.4152439,-1.57652452,Lake Victoria,Mara,other,other,other,good,surface,communal standpipe,1
36675,0,30.62040001,-2.57919693,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
36695,0,30.57676035,-2.49318595,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
36709,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,unknown,good,groundwater,hand pump,1
36720,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,other,groundwater,hand pump,1
36727,1199,34.03386128,-1.14577383,Lake Victoria,Mara,mechanical,user-group,other,good,surface,communal standpipe,1
36728,1176,34.04558241,-1.5663074,Lake Victoria,Mara,manual,user-group,other,good,groundwater,hand pump,1
36729,0,31.00997192,-1.66481559,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
36741,1317,34.02766977,-2.99163119,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
36748,0,31.45883778,-1.27521626,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
36749,1271,33.81591029,-1.96943629,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,0
36769,0,32.71821215,-2.59043563,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
36775,1874,35.49380798,-2.31887654,Lake Victoria,Arusha,other,user-group,never pay,good,groundwater,communal standpipe,0
36777,0,31.74555231,-1.44332032,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
36785,1326,34.46564943,-2.04792354,Lake Victoria,Mara,mechanical,commercial,never pay,other,groundwater,communal standpipe,0
36789,0,33.77499751,-3.19007145,Lake Victoria,Shinyanga,mechanical,commercial,other,good,groundwater,communal standpipe,1
36806,1392,34.67911167,-2.14864315,Lake Victoria,Mara,mechanical,user-group,unknown,other,groundwater,communal standpipe,0
36809,1587,34.67141535,-1.82993766,Lake Victoria,Mara,mechanical,other,other,other,groundwater,communal standpipe,0
36813,0,33.51130117,-3.27748277,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,0
36818,0,33.65292644,-3.03509485,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
36833,1336,34.60996627,-2.11687456,Lake Victoria,Mara,mechanical,commercial,never pay,other,groundwater,communal standpipe,1
36836,0,30.78191297,-1.40943504,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
36837,0,33.28733834,-2.65107854,Lake Victoria,Mwanza,manual,user-group,never pay,other,groundwater,hand pump,1
36839,1637,34.41844864,-1.36981323,Lake Victoria,Mara,manual,commercial,unknown,good,groundwater,hand pump,1
36843,0,33.14881908,-3.7088471,Lake Victoria,Shinyanga,other,user-group,never pay,unknown,groundwater,communal standpipe,0
36857,0,32.75,-3.92279708,Lake Victoria,Shinyanga,other,user-group,other,good,groundwater,communal standpipe,1
36859,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
36864,0,33.55171181,-2.90503723,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
36867,0,32.69192494,-3.87391413,Lake Victoria,Shinyanga,manual,commercial,unknown,good,groundwater,hand pump,1
36883,0,31.15858482,-1.82769469,Lake Victoria,Kagera,other,other,never pay,good,surface,communal standpipe,1
36886,0,33.58882324,-2.81173953,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
36888,1630,34.67950204,-1.84184016,Lake Victoria,Mara,other,commercial,other,good,surface,communal standpipe,1
36890,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
36898,0,33.61179143,-2.72119848,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
36925,0,33.50865285,-2.99978504,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,0
36931,0,32.657817800000004,-2.90052883,Lake Victoria,Mwanza,other,user-group,never pay,good,surface,communal standpipe,1
36935,0,33.10889524,-2.52214771,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
36941,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
36943,0,31.4168706,-1.25231326,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
36949,1563,34.60871072,-1.46977169,Lake Victoria,Mara,manual,unknown,unknown,unknown,groundwater,hand pump,0
36954,0,33.50270155,-2.98198759,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
36960,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
36973,1201,34.03848916,-1.16573454,Lake Victoria,Mara,mechanical,user-group,other,good,surface,communal standpipe,1
36975,0,31.17254605,-1.49059169,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
36978,0,33.22397106,-2.72155943,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
36982,1145,33.46045372,-2.15099948,Lake Victoria,Mara,other,user-group,unknown,good,surface,communal standpipe,1
36983,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,unknown,unknown,surface,communal standpipe,0
36987,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
37002,0,33.9642658,-3.12266146,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
37008,0,31.78247545,-2.45601036,Lake Victoria,Kagera,manual,user-group,other,good,groundwater,hand pump,1
37011,1321,34.08961943,-1.19031491,Lake Victoria,Mara,mechanical,user-group,other,good,surface,communal standpipe,0
37016,1485,34.04173908,-1.90118877,Lake Victoria,Mara,other,parastatal,unknown,good,groundwater,communal standpipe,1
37021,0,33.31923688,-3.16695969,Lake Victoria,Mwanza,manual,user-group,never pay,unknown,groundwater,hand pump,0
37032,1312,34.32645078,-1.89847153,Lake Victoria,Mara,manual,user-group,never pay,good,groundwater,hand pump,0
37034,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
37035,0,33.08469531,-3.004896,Lake Victoria,Mwanza,manual,user-group,never pay,unknown,groundwater,hand pump,0
37042,0,31.17913532,-1.70417176,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
37052,0,33.75566204,-2.72607237,Lake Victoria,Mwanza,manual,user-group,never pay,other,groundwater,hand pump,0
37053,1685,34.51072624,-1.37630837,Lake Victoria,Mara,manual,commercial,unknown,good,groundwater,hand pump,1
37056,0,30.92464427,-1.42090929,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,1
37058,0,31.09568111,-1.75909395,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
37082,0,31.16916098,-1.54117709,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
37083,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,unknown,good,groundwater,hand pump,1
37098,1277,34.41133346,-1.59132674,Lake Victoria,Mara,manual,user-group,other,other,groundwater,hand pump,1
37104,0,33.27632364,-3.1775784,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
37106,0,33.24724433,-2.51875675,Lake Victoria,Mwanza,manual,user-group,never pay,other,groundwater,hand pump,1
37113,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,other,groundwater,hand pump,0
37114,1162,34.13035479,-1.40282977,Lake Victoria,Mara,mechanical,user-group,unknown,other,groundwater,communal standpipe,0
37115,0,31.02367565,-1.26926698,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
37116,0,33.59882826,-3.2287597000000003,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
37127,0,33.36405433,-2.98792094,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
37129,0,32.99892165,-2.46216349,Lake Victoria,Mwanza,manual,user-group,other,other,groundwater,hand pump,0
37131,0,30.99258032,-1.67254569,Lake Victoria,Kagera,other,user-group,never pay,good,groundwater,communal standpipe,0
37135,0,31.09204923,-1.70092554,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
37161,1152,33.38791119,-2.15605712,Lake Victoria,Mara,manual,user-group,other,unknown,groundwater,hand pump,1
37165,0,34.05885572,-3.11698839,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,1
37176,0,33.00589747,-2.74124946,Lake Victoria,Mwanza,mechanical,parastatal,never pay,good,surface,communal standpipe,0
37189,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
37195,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,unknown,unknown,surface,communal standpipe,0
37202,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
37203,0,32.78043101,-3.32529389,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,1
37212,0,31.61500061,-1.20553112,Lake Victoria,Kagera,manual,user-group,other,good,groundwater,hand pump,1
37216,0,33.18309355,-2.80869207,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
37221,0,0.0,-2e-08,Lake Victoria,Shinyanga,manual,user-group,never pay,good,groundwater,hand pump,0
37224,0,31.73516998,-2.44925152,Lake Victoria,Kagera,manual,user-group,other,good,groundwater,hand pump,1
37240,1359,34.14372834,-2.92711072,Lake Victoria,Shinyanga,manual,user-group,other,good,groundwater,hand pump,0
37243,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,never pay,good,surface,communal standpipe,0
37244,1152,32.84311196,-1.93253375,Lake Victoria,Mwanza,manual,user-group,other,good,groundwater,hand pump,1
37247,1519,34.70033323,-1.67062796,Lake Victoria,Mara,manual,user-group,never pay,good,groundwater,hand pump,0
37248,0,30.98072661,-1.80063095,Lake Victoria,Kagera,manual,user-group,other,other,groundwater,hand pump,1
37252,0,33.12894172,-3.75232511,Lake Victoria,Shinyanga,manual,parastatal,never pay,good,surface,hand pump,1
37258,1211,33.61129143,-2.12743151,Lake Victoria,Mara,other,user-group,other,other,groundwater,hand pump,0
37274,0,33.46244534,-2.90262532,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
37275,0,0.0,-2e-08,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,0
37277,0,31.14840793,-1.45043183,Lake Victoria,Kagera,other,other,never pay,good,surface,communal standpipe,1
37294,0,31.737205300000003,-2.96250488,Lake Victoria,Kagera,manual,user-group,other,good,groundwater,hand pump,1
37295,0,30.99360416,-1.72156568,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
37303,0,0.0,-2e-08,Lake Victoria,Mwanza,mechanical,user-group,never pay,good,groundwater,communal standpipe,0
37307,0,31.43560708,-1.25795091,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,1
37309,0,32.94484832,-2.57444042,Lake Victoria,Mwanza,manual,user-group,never pay,good,groundwater,hand pump,1
37312,0,31.66544772,-2.72092281,Lake Victoria,Kagera,manual,user-group,other,good,groundwater,hand pump,1
37313,1588,34.67239025,-1.82854882,Lake Victoria,Mara,mechanical,commercial,other,good,surface,communal standpipe,1
37315,0,30.94402912,-1.80500445,Lake Victoria,Kagera,manual,user-group,never pay,good,groundwater,hand pump,0
