,gps_height,longitude,latitude,region,lga,population,permit,extraction_type_class,management_group,payment,quality_group,quantity,source_class,waterpoint_type_group,target
31441,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
31443,0,31.16188659,-1.71961349,Kagera,Karagwe,0,True,gravity,other,never pay,good,seasonal,surface,communal standpipe,functional
31459,0,30.99445081,-1.76823897,Kagera,Karagwe,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
31463,0,30.87391184,-1.54060927,Kagera,Karagwe,0,True,gravity,user-group,pay annually,good,enough,groundwater,communal standpipe,functional
31471,0,32.9801843,-2.66048393,Mwanza,Missungwi,0,True,handpump,user-group,pay annually,good,insufficient,groundwater,hand pump,functional
31479,0,30.49705758,-2.58269717,Kagera,Ngara,0,False,rope pump,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
31488,0,31.49419088,-2.04540104,Kagera,Muleba,0,False,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional
31496,0,31.75950266,-2.91801422,Kagera,Chato,0,True,handpump,user-group,pay monthly,good,dry,groundwater,hand pump,non functional
31499,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
31501,0,33.59421928,-2.67982661,Mwanza,Magu,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
31505,0,30.86293247,-1.77397435,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,seasonal,surface,communal standpipe,functional
31515,1562,34.61776221,-1.91865729,Mara,Serengeti,200,True,handpump,user-group,unknown,good,insufficient,groundwater,hand pump,functional
31523,0,32.59375398,-3.80534461,Shinyanga,Kahama,0,True,handpump,user-group,unknown,milky,insufficient,groundwater,hand pump,non functional
31525,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
31527,0,31.12255516,-1.71091671,Kagera,Karagwe,0,True,gravity,user-group,pay annually,good,enough,groundwater,communal standpipe,functional
31534,0,31.64890159,-2.62707315,Kagera,Chato,0,True,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump,functional
31558,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
31564,1236,33.49557331,-2.11970295,Mara,Bunda,868,False,gravity,parastatal,unknown,good,seasonal,surface,communal standpipe,functional
31574,1354,34.51618456,-1.7053515,Mara,Serengeti,520,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,non functional
31583,0,32.47761784,-2.35574294,Mwanza,Sengerema,0,False,handpump,user-group,never pay,good,unknown,groundwater,hand pump,functional
31585,1542,34.64744553,-1.90522823,Mara,Serengeti,500,True,rope pump,user-group,never pay,good,enough,groundwater,hand pump,functional
31591,0,31.92185428,-3.00440689,Kagera,Chato,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
31593,1941,35.41714744,-2.00724309,Arusha,Ngorongoro,168,False,gravity,parastatal,never pay,unknown,seasonal,surface,communal standpipe,functional
31598,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,other,parastatal,unknown,good,seasonal,surface,communal standpipe,functional
31605,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump,non functional
31610,0,31.73388412,-1.3564278,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,unknown,dry,groundwater,communal standpipe,non functional
31612,2016,35.48647774,-1.89093952,Arusha,Ngorongoro,125,True,motorpump,user-group,pay per bucket,good,enough,groundwater,communal standpipe,functional
31621,1290,33.83176675,-1.97962601,Mara,Bunda,900,True,handpump,parastatal,pay per bucket,salty,enough,groundwater,hand pump,functional
31638,0,31.51640783,-1.61679837,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
31648,0,33.27288617,-2.50970199,Mwanza,Magu,0,True,other,user-group,never pay,good,enough,groundwater,hand pump,non functional
31652,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,dry,groundwater,hand pump,non functional
31669,0,31.55032987,-1.64093088,Kagera,Muleba,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
31672,1152,33.90193184,-1.49493378,Mara,Rorya,200,False,submersible,user-group,never pay,good,enough,surface,communal standpipe,non functional
31675,0,32.68890447,-2.53172932,Mwanza,Sengerema,0,True,handpump,user-group,never pay,good,seasonal,groundwater,hand pump,non functional
31684,0,33.56979444,-3.23867941,Shinyanga,Maswa,0,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
31693,0,31.54233367,-1.57684681,Kagera,Bukoba Rural,0,True,gravity,user-group,pay monthly,good,insufficient,surface,communal standpipe,non functional
31695,0,32.70203656,-2.77213846,Mwanza,Sengerema,0,True,handpump,user-group,pay annually,salty,enough,groundwater,hand pump,functional
31696,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
31708,0,33.69877022,-2.71055791,Mwanza,Magu,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
31709,0,30.96795128,-1.27474544,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
31712,0,31.80742403,-1.20915609,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
31715,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional
31717,0,30.96480531,-1.24874783,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
31721,0,31.00312072,-1.71070677,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
31736,0,30.67730303,-1.18947475,Kagera,Karagwe,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
31738,1194,34.00945943,-1.41513505,Mara,Rorya,1800,True,other,user-group,unknown,good,enough,groundwater,hand pump,functional
31742,0,33.67855013,-2.68445881,Mwanza,Magu,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
31754,0,31.70561673,-2.74287622,Kagera,Chato,0,True,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional
31757,0,32.63777425,-2.48813632,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,seasonal,groundwater,hand pump,non functional
31762,0,31.67559116,-1.82798239,Kagera,Muleba,0,True,submersible,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
31772,0,32.44114171,-2.32180492,Mwanza,Sengerema,0,True,handpump,commercial,never pay,good,enough,groundwater,hand pump,functional
31787,1161,33.63750123,-2.13916021,Mara,Bunda,400,True,gravity,commercial,unknown,good,enough,surface,communal standpipe,functional
31791,0,32.14638115,-2.44452479,Mwanza,Sengerema,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
31802,1392,34.274527899999995,-1.72435422,Mara,Serengeti,60,True,handpump,other,never pay,salty,enough,groundwater,hand pump,functional
31805,1733,34.56456563,-1.35287609,Mara,Tarime,300,True,submersible,user-group,pay per bucket,good,enough,surface,communal standpipe,functional
31806,1255,34.36127917,-1.62370384,Mara,Serengeti,1000,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
31810,0,32.92460969,-2.66363413,Mwanza,Missungwi,0,True,submersible,commercial,never pay,good,enough,surface,communal standpipe,non functional
31812,1206,34.04481731,-1.12996007,Mara,Tarime,300,False,submersible,user-group,pay per bucket,good,enough,surface,communal standpipe,non functional
31814,0,33.40921885,-2.93247601,Mwanza,Kwimba,0,True,motorpump,user-group,pay per bucket,good,enough,groundwater,communal standpipe,functional
31815,1392,33.99283303,-1.86045335,Mara,Musoma Rural,350,False,gravity,user-group,unknown,good,enough,surface,communal standpipe,non functional
31822,0,30.52439741,-2.54807032,Kagera,Ngara,0,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
31826,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,salty,enough,groundwater,hand pump,non functional
31827,0,33.18164042,-2.84740254,Mwanza,Missungwi,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
31835,0,33.34548179,-3.16277022,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
31840,0,31.68504399,-1.19503063,Kagera,Misenyi,0,True,motorpump,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
31842,1240,34.03417137,-1.4598753999999998,Mara,Rorya,600,True,handpump,user-group,pay monthly,salty,enough,groundwater,hand pump,functional
31851,0,32.99327684,-2.51063865,Mwanza,Ilemela,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
31853,0,31.60714165,-1.98422431,Kagera,Muleba,0,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
31860,0,30.63997958,-2.78726126,Kagera,Ngara,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
31863,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
31872,0,33.88176741,-3.17616124,Shinyanga,Maswa,0,False,gravity,commercial,pay monthly,good,enough,surface,communal standpipe,functional
31875,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
31876,1342,34.09831362,-2.88767555,Shinyanga,Bariadi,1,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
31878,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,parastatal,unknown,good,enough,groundwater,hand pump,functional
31885,0,33.39302028,-2.84743447,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
31900,0,31.709032300000004,-2.40290943,Kagera,Chato,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
31919,0,31.20893431,-1.43573728,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,surface,communal standpipe,non functional
31925,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,non functional
31929,0,30.91964815,-1.4739299,Kagera,Karagwe,0,True,gravity,other,never pay,good,seasonal,surface,communal standpipe,functional
31956,0,30.50120191,-2.86018348,Kagera,Ngara,0,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
31959,0,30.63852577,-2.63197291,Kagera,Ngara,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
31964,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional
31971,1679,34.50730109,-1.37603458,Mara,Tarime,2000,False,handpump,commercial,pay per bucket,good,enough,groundwater,hand pump,functional
31977,0,31.00623475,-1.73701133,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
32013,0,30.5426347,-2.86625786,Kagera,Ngara,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
32015,0,0.0,-2e-08,Mwanza,Geita,0,True,submersible,user-group,never pay,good,insufficient,surface,communal standpipe,functional
32022,0,31.16599632,-1.78563155,Kagera,Karagwe,0,True,gravity,user-group,pay annually,good,enough,groundwater,communal standpipe,functional
32026,0,33.39487069,-2.58756909,Mwanza,Magu,0,True,motorpump,user-group,pay per bucket,good,enough,groundwater,communal standpipe,non functional
32034,0,31.52116743,-2.66404796,Kagera,Chato,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
32045,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
32054,0,33.31286603,-3.2319258,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
32056,0,33.41695172,-3.13946329,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
32057,1358,34.1492096,-2.90989305,Shinyanga,Bariadi,500,False,handpump,user-group,other,salty,enough,groundwater,hand pump,functional
32063,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
32074,0,31.58438367,-1.4430128,Kagera,Bukoba Rural,0,True,handpump,user-group,pay monthly,good,enough,groundwater,hand pump,functional
32095,0,30.71474465,-1.06466622,Kagera,Karagwe,0,True,gravity,other,never pay,good,seasonal,surface,communal standpipe,functional
32096,0,0.0,-2e-08,Mwanza,Magu,0,True,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump,functional
32102,0,33.23815227,-2.58781595,Mwanza,Magu,0,True,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump,functional
32106,1424,34.00079652,-1.74265036,Mara,Musoma Rural,250,True,handpump,user-group,unknown,good,enough,groundwater,hand pump,non functional
32107,0,32.93761449,-2.94266995,Mwanza,Missungwi,0,True,submersible,user-group,never pay,unknown,unknown,surface,communal standpipe,functional
32112,1542,34.66422937,-1.88889191,Mara,Serengeti,1000,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
32113,1202,33.90513715,-1.44872765,Mara,Rorya,450,False,submersible,user-group,never pay,good,enough,surface,communal standpipe,non functional
32116,0,33.46192625,-2.70582302,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
32121,0,33.51506261,-3.25832293,Shinyanga,Maswa,0,False,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional
32127,0,33.47788808,-2.66096586,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
32128,0,30.68917501,-2.46742782,Kagera,Ngara,0,False,rope pump,commercial,pay per bucket,good,insufficient,groundwater,communal standpipe,functional
32142,0,0.0,-2e-08,Mwanza,Magu,0,True,handpump,user-group,never pay,good,seasonal,groundwater,hand pump,non functional
32174,1169,33.43269942,-2.14046744,Mara,Bunda,300,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
32175,0,31.79596028,-1.3699208,Kagera,Bukoba Urban,0,False,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional
32178,0,0.0,-2e-08,Mwanza,Magu,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
32182,0,33.1597271,-3.71293371,Shinyanga,Shinyanga Rural,0,True,other,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
32189,0,30.52068702,-2.58285831,Kagera,Ngara,0,False,handpump,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
32207,0,32.86581414,-2.72653621,Mwanza,Sengerema,0,True,motorpump,user-group,never pay,good,enough,surface,communal standpipe,non functional
32211,0,30.81812247,-2.55488679,Kagera,Ngara,0,False,handpump,parastatal,never pay,good,seasonal,surface,hand pump,functional
32216,0,31.42096161,-1.20580899,Kagera,Misenyi,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
32222,1225,33.49395297,-2.11753482,Mara,Bunda,250,True,gravity,user-group,pay per bucket,good,enough,surface,communal standpipe,non functional
32224,1214,33.99931009,-2.04120026,Mara,Bunda,450,True,gravity,user-group,unknown,unknown,unknown,groundwater,communal standpipe,non functional
32234,0,32.56412756,-3.60518222,Shinyanga,Kahama,0,True,handpump,user-group,unknown,milky,enough,groundwater,hand pump,functional
32237,1385,34.01266221,-1.90092865,Mara,Bunda,250,False,gravity,user-group,pay per bucket,good,enough,unknown,communal standpipe,non functional
32241,0,30.84380839,-1.4941013,Kagera,Karagwe,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
32253,0,33.45225159,-2.59219801,Mwanza,Magu,0,True,gravity,other,never pay,good,insufficient,surface,communal standpipe,non functional
32279,0,31.54902392,-1.79365631,Kagera,Muleba,0,True,submersible,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
